target_id	length	eff_length	est_counts	tpm
TRINITY_DN1425_c1_g1_i1	1192	1016.8	653.394	61.2077
TRINITY_DN1425_c1_g1_i2	941	765.801	430.207	53.5092
TRINITY_DN1425_c3_g1_i1	228	73.4005	7	9.08376
TRINITY_DN1482_c0_g1_i2	966	790.801	27.3705	3.29673
TRINITY_DN1482_c0_g1_i1	1566	1390.8	171.629	11.7542
TRINITY_DN1489_c0_g1_i1	406	232.229	13	5.33204
TRINITY_DN1444_c0_g1_i2	732	556.801	71.0917	12.1615
TRINITY_DN1444_c0_g1_i1	628	452.883	211.908	44.5686
TRINITY_DN1490_c0_g1_i2	2163	1987.8	510.99	24.4853
TRINITY_DN1490_c0_g1_i1	1384	1208.8	58.8385	4.63633
TRINITY_DN1490_c0_g1_i3	2006	1830.8	27.1718	1.41366
TRINITY_DN1437_c0_g1_i1	1414	1238.8	3312	254.657
TRINITY_DN1456_c0_g1_i2	1136	960.801	59.2126	5.87013
TRINITY_DN1456_c0_g1_i3	996	820.801	65.0752	7.55171
TRINITY_DN1456_c0_g1_i1	444	269.617	30.7121	10.85
TRINITY_DN1460_c0_g1_i1	1812	1636.8	974	56.68
TRINITY_DN1401_c0_g1_i1	1372	1196.8	363	28.8903
TRINITY_DN1472_c0_g1_i1	4128	3952.8	684	16.4823
TRINITY_DN1418_c0_g1_i1	3464	3288.8	183.909	5.3264
TRINITY_DN1418_c0_g1_i2	3341	3165.8	773.091	23.2602
TRINITY_DN1479_c0_g1_i1	1298	1122.8	50.6349	4.2955
TRINITY_DN1479_c0_g1_i2	1488	1312.8	286.365	20.7773
TRINITY_DN1479_c0_g2_i1	1908	1732.8	169	9.28977
TRINITY_DN1413_c0_g1_i1	1174	998.801	30.3099	2.8905
TRINITY_DN1413_c0_g1_i2	1442	1266.8	52.6901	3.96176
TRINITY_DN1474_c0_g1_i1	3753	3577.8	976.477	25.9964
TRINITY_DN1474_c0_g1_i2	3970	3794.8	255.523	6.41369
TRINITY_DN1407_c0_g1_i1	357	185.088	1764	907.794
TRINITY_DN1466_c0_g1_i1	2706	2530.8	4157	156.455
TRINITY_DN1450_c0_g1_i2	3300	3124.8	271.552	8.27746
TRINITY_DN1450_c0_g1_i1	3300	3124.8	148.448	4.52501
TRINITY_DN1496_c0_g1_i1	540	364.972	49	12.788
TRINITY_DN1496_c0_g2_i1	216	64.8393	13	19.0973
TRINITY_DN1431_c0_g2_i1	368	195.588	4	1.94798
TRINITY_DN1431_c0_g2_i2	237	80.3593	3	3.55592
TRINITY_DN1431_c0_g1_i4	597	421.883	21.1155	4.76735
TRINITY_DN1431_c0_g1_i3	305	137.238	1.1162	0.774698
TRINITY_DN1431_c0_g1_i1	687	511.836	17.0762	3.1778
TRINITY_DN1431_c0_g1_i2	351	179.426	8.6921	4.61431
TRINITY_DN1431_c0_g3_i1	287	121.334	3	2.35508
TRINITY_DN1428_c0_g1_i2	3367	3191.8	89.7877	2.67946
TRINITY_DN1428_c0_g1_i1	3343	3167.8	927.212	27.8797
TRINITY_DN1442_c0_g2_i1	4274	4098.8	96.0279	2.23156
TRINITY_DN1442_c0_g2_i3	773	597.801	48.319	7.69889
TRINITY_DN1442_c0_g2_i5	4482	4306.8	196.123	4.33751
TRINITY_DN1442_c0_g2_i4	4443	4267.8	133.652	2.9829
TRINITY_DN1442_c0_g2_i2	4313	4137.8	143.878	3.31201
TRINITY_DN1442_c0_g1_i1	767	591.801	47	7.56466
TRINITY_DN1423_c0_g2_i1	585	409.883	39	9.063
TRINITY_DN1423_c0_g1_i1	338	167.345	19	10.8146
TRINITY_DN1423_c0_g3_i1	999	823.801	52	6.0124
TRINITY_DN1449_c0_g1_i1	1066	890.801	1260	134.728
TRINITY_DN1484_c0_g1_i2	727	551.801	10.1347	1.74943
TRINITY_DN1484_c0_g1_i1	1280	1104.8	212.865	18.3522
TRINITY_DN20233_c0_g1_i1	431	256.74	12	4.452
TRINITY_DN20259_c0_g1_i1	286	120.47	7	5.53461
TRINITY_DN20238_c0_g1_i1	263	100.854	10	9.44442
TRINITY_DN20252_c0_g1_i1	235	78.7586	7	8.46578
TRINITY_DN20286_c0_g1_i1	232	76.4895	5	6.22638
TRINITY_DN20221_c0_g1_i1	299	131.9	3	2.16642
TRINITY_DN20240_c0_g1_i1	273	109.281	5	4.35803
TRINITY_DN20276_c0_g1_i1	1446	1270.8	95	7.12054
TRINITY_DN20217_c0_g1_i1	250	90.3705	12	12.648
TRINITY_DN20264_c0_g1_i1	222	69.1046	4	5.5134
TRINITY_DN20205_c0_g1_i1	262	99.992	4	3.81032
TRINITY_DN20269_c0_g1_i1	237	80.3593	4	4.74123
TRINITY_DN20203_c0_g1_i1	270	106.742	5	4.46173
TRINITY_DN20262_c0_g1_i1	244	85.8296	7	7.76834
TRINITY_DN20208_c0_g1_i1	385	211.872	14	6.29393
TRINITY_DN20211_c0_g1_i1	440	265.67	22	7.88763
TRINITY_DN20270_c0_g1_i1	243	85.0561	3	3.35956
TRINITY_DN20246_c0_g1_i1	339	168.265	5	2.83037
TRINITY_DN20280_c0_g1_i1	345	173.801	7	3.83631
TRINITY_DN20299_c0_g1_i1	261	99.2056	7	6.72092
TRINITY_DN20235_c0_g1_i1	415	241.056	17	6.71735
TRINITY_DN20292_c0_g1_i1	207	58.6781	5	8.11635
TRINITY_DN20258_c0_g1_i1	366	193.719	11	5.40863
TRINITY_DN20295_c0_g1_i1	381	208.033	7	3.20503
TRINITY_DN20232_c0_g1_i1	350	178.48	5	2.66838
TRINITY_DN20253_c0_g1_i1	547	371.96	29	7.42624
TRINITY_DN20239_c0_g1_i1	423	248.933	9	3.44371
TRINITY_DN20220_c0_g1_i1	258	96.7954	5	4.92019
TRINITY_DN20287_c0_g1_i1	223	69.8548	3	4.09065
TRINITY_DN20241_c0_g1_i1	722	546.801	35	6.09686
TRINITY_DN20277_c0_g1_i1	233	77.2676	4	4.93094
TRINITY_DN20216_c0_g1_i1	290	123.917	3	2.30599
TRINITY_DN20265_c0_g1_i1	522	347.031	16	4.39155
TRINITY_DN20204_c0_g1_i1	273	109.281	9	7.84446
TRINITY_DN20202_c0_g1_i1	358	186.025	8	4.09623
TRINITY_DN20209_c0_g1_i1	276	111.813	6	5.11125
TRINITY_DN20263_c0_g1_i1	203	55.9631	3	5.10606
TRINITY_DN20210_c0_g1_i1	732	556.801	14	2.39494
TRINITY_DN20271_c0_g1_i1	259	97.5893	8	7.80827
TRINITY_DN20247_c0_g1_i1	535	359.984	7	1.85217
TRINITY_DN20226_c0_g1_i1	1048	872.801	48	5.23833
TRINITY_DN20281_c0_g1_i1	714	538.801	60	10.6069
TRINITY_DN20298_c0_g1_i1	261	99.2056	4	3.84053
TRINITY_DN20255_c0_g1_i1	242	84.2714	5	5.65141
TRINITY_DN20293_c0_g1_i1	289	123.042	17	13.1602
TRINITY_DN20234_c0_g1_i1	361	188.899	9	4.53816
TRINITY_DN20250_c0_g1_i1	698	522.836	15	2.7327
TRINITY_DN20231_c0_g1_i1	291	124.795	8	6.10605
TRINITY_DN20296_c0_g1_i1	466	291.41	10	3.2686
TRINITY_DN20242_c0_g1_i1	917	741.801	21	2.69649
TRINITY_DN20228_c0_g1_i1	371	198.443	11	5.27989
TRINITY_DN20284_c0_g1_i1	340	169.196	6	3.37775
TRINITY_DN20249_c0_g1_i1	370	197.469	6	2.89414
TRINITY_DN20223_c0_g1_i1	222	69.1046	4	5.5134
TRINITY_DN20215_c0_g1_i1	255	94.4131	5	5.04434
TRINITY_DN20274_c0_g1_i1	243	85.0561	3	3.35956
TRINITY_DN20207_c0_g1_i1	620	444.883	22	4.71025
TRINITY_DN20266_c0_g1_i1	290	123.917	6	4.61199
TRINITY_DN20260_c0_g1_i1	344	172.895	7	3.85642
TRINITY_DN20201_c0_g1_i1	335	164.548	6	3.47318
TRINITY_DN20218_c0_g1_i1	251	91.1715	12	12.5369
TRINITY_DN20272_c0_g1_i1	205	57.3241	6	9.96968
TRINITY_DN20213_c0_g1_i1	219	67.0108	3	4.26426
TRINITY_DN20279_c0_g1_i1	261	99.2056	5	4.80066
TRINITY_DN20282_c0_g1_i1	483	308.27	10	3.08984
TRINITY_DN20225_c0_g1_i1	249	89.6253	10	10.6276
TRINITY_DN20244_c0_g1_i1	217	65.5234	5	7.26843
TRINITY_DN20289_c0_g1_i1	280	115.205	9	7.4411
TRINITY_DN20237_c0_g1_i1	250	90.3705	5	5.27
TRINITY_DN20290_c0_g1_i1	994	818.801	150	17.4494
TRINITY_DN20256_c0_g1_i1	266	103.388	4	3.68515
TRINITY_DN20251_c0_g1_i1	268	105.061	5	4.53309
TRINITY_DN20297_c0_g1_i1	363	190.81	7	3.49434
TRINITY_DN20230_c0_g1_i1	298	131.06	5	3.63384
TRINITY_DN20229_c0_g1_i1	255	94.4131	7	7.06208
TRINITY_DN20243_c0_g1_i1	336	165.48	4	2.3024
TRINITY_DN20222_c0_g1_i1	589	413.883	15	3.45208
TRINITY_DN20285_c0_g1_i1	282	116.955	3	2.44326
TRINITY_DN20248_c0_g1_i1	279	114.339	10	8.3305
TRINITY_DN20214_c0_g1_i1	225	71.2688	3	4.00949
TRINITY_DN20275_c0_g1_i1	404	230.276	25	10.3409
TRINITY_DN20206_c0_g1_i1	487	312.198	17	5.18664
TRINITY_DN20267_c0_g1_i1	228	73.4005	4	5.19072
TRINITY_DN20261_c0_g1_i1	698	522.836	26	4.73669
TRINITY_DN20219_c0_g1_i1	438	263.679	12	4.33483
TRINITY_DN20278_c0_g1_i1	362	189.855	8	4.01362
TRINITY_DN20212_c0_g1_i1	398	224.405	7	2.9712
TRINITY_DN20224_c0_g1_i1	321	151.755	8	5.02128
TRINITY_DN20283_c0_g1_i1	459	284.478	9	3.01343
TRINITY_DN20245_c0_g1_i1	212	62.0191	3	4.60747
TRINITY_DN20288_c0_g1_i1	440	265.67	11	3.94381
TRINITY_DN20257_c0_g1_i1	378	205.151	9	4.17864
TRINITY_DN1381_c0_g1_i1	2814	2638.8	380.161	13.7223
TRINITY_DN1381_c0_g1_i2	3134	2958.8	524.839	16.8957
TRINITY_DN1326_c0_g1_i2	1907	1731.8	937.005	51.5361
TRINITY_DN1326_c0_g1_i1	1858	1682.8	123.995	7.01838
TRINITY_DN1347_c0_g1_i1	827	651.801	29.24	4.27296
TRINITY_DN1347_c0_g1_i2	1264	1088.8	95.76	8.37728
TRINITY_DN1334_c0_g1_i1	2315	2139.8	9345	415.98
TRINITY_DN1393_c0_g1_i1	1152	976.801	381	37.1523
TRINITY_DN1398_c0_g1_i1	2698	2522.8	1468	55.4256
TRINITY_DN1355_c0_g1_i1	2333	2157.8	197.179	8.70394
TRINITY_DN1355_c0_g1_i2	2529	2353.8	329.821	13.3468
TRINITY_DN1363_c0_g2_i1	2013	1837.8	70.8571	3.67242
TRINITY_DN1363_c0_g2_i2	2013	1837.8	53.1429	2.75431
TRINITY_DN1363_c0_g1_i1	604	428.883	20	4.4418
TRINITY_DN1309_c0_g1_i1	1638	1462.8	172.92	11.2597
TRINITY_DN1309_c0_g1_i2	1271	1095.8	12377.1	1075.85
TRINITY_DN1368_c0_g1_i3	748	572.801	43.8027	7.28391
TRINITY_DN1368_c0_g1_i1	741	565.801	15.0286	2.53001
TRINITY_DN1368_c0_g1_i2	750	574.801	24.6589	4.08624
TRINITY_DN1368_c0_g2_i5	1156	980.801	13.0983	1.27204
TRINITY_DN1368_c0_g2_i1	571	395.896	7.45838	1.79444
TRINITY_DN1368_c0_g2_i4	1104	928.801	86.0801	8.82769
TRINITY_DN1368_c0_g2_i3	620	444.883	8.05293	1.72415
TRINITY_DN1368_c0_g2_i6	374	201.302	5.82006	2.75389
TRINITY_DN1302_c0_g1_i1	2989	2813.8	440	14.8945
TRINITY_DN1371_c0_g1_i1	766	590.801	540.534	87.1463
TRINITY_DN1371_c0_g1_i2	893	717.801	32.466	4.30816
TRINITY_DN1310_c0_g3_i1	526	351.02	17	4.61301
TRINITY_DN1310_c1_g1_i1	442	267.635	17	6.05025
TRINITY_DN1310_c0_g1_i4	536	360.984	13.2808	3.50432
TRINITY_DN1310_c0_g1_i1	244	85.8296	5.37789	5.96818
TRINITY_DN1310_c0_g1_i7	381	208.033	4.77932	2.18827
TRINITY_DN1310_c0_g1_i5	769	593.801	2.87384	0.460988
TRINITY_DN1310_c0_g1_i6	776	600.801	46.6262	7.39208
TRINITY_DN1310_c0_g1_i3	452	277.553	6.84124	2.34777
TRINITY_DN1310_c0_g2_i1	593	417.883	23	5.24253
TRINITY_DN1316_c0_g1_i1	240	82.7428	16	18.4186
TRINITY_DN1377_c0_g1_i4	345	173.801	18.2911	10.0243
TRINITY_DN1377_c0_g1_i9	441	266.662	3.28146	1.17213
TRINITY_DN1377_c0_g1_i7	470	295.381	15.4605	4.98549
TRINITY_DN1377_c0_g1_i6	214	63.4064	6.22094	9.34524
TRINITY_DN1377_c0_g1_i13	345	173.801	9.87876	5.414
TRINITY_DN1377_c0_g1_i1	441	266.662	2.96304	1.05839
TRINITY_DN1377_c0_g1_i5	474	299.361	14.3601	4.56907
TRINITY_DN1377_c0_g1_i2	291	124.795	22.9455	17.5133
TRINITY_DN1377_c0_g1_i12	470	295.381	11.0432	3.56106
TRINITY_DN1377_c0_g1_i10	470	295.381	4.67713	1.50822
TRINITY_DN1377_c0_g1_i3	474	299.361	83.5495	26.5837
TRINITY_DN1377_c0_g1_i11	471	296.371	21.2239	6.82112
TRINITY_DN1304_c0_g1_i1	844	668.801	94	13.3875
TRINITY_DN1365_c0_g1_i1	881	705.801	138	18.6236
TRINITY_DN1339_c0_g1_i1	1634	1458.8	802	52.3655
TRINITY_DN1353_c0_g1_i1	697	521.836	57	10.4042
TRINITY_DN1332_c0_g1_i2	6403	6227.8	1355.21	20.7271
TRINITY_DN1332_c0_g1_i3	4855	4679.8	260.135	5.29466
TRINITY_DN1332_c0_g1_i1	6532	6356.8	1187.65	17.7958
TRINITY_DN1358_c0_g1_i2	631	455.867	34.0627	7.11717
TRINITY_DN1358_c0_g1_i3	516	341.089	23.9373	6.68459
TRINITY_DN1358_c0_g1_i1	1126	950.801	348	34.8624
TRINITY_DN1358_c0_g1_i4	202	55.2805	0	0
TRINITY_DN1395_c0_g1_i1	4117	3941.8	1672.59	40.4169
TRINITY_DN1395_c0_g1_i2	1374	1198.8	105.407	8.37507
TRINITY_DN1341_c0_g1_i2	3167	2991.8	691.126	22.0035
TRINITY_DN1341_c0_g1_i1	3061	2885.8	319.874	10.5579
TRINITY_DN1387_c0_g1_i2	3105	2929.8	441.28	14.3464
TRINITY_DN1387_c0_g1_i1	2695	2519.8	46.7203	1.76606
TRINITY_DN1320_c0_g1_i1	457	282.497	55	18.5446
TRINITY_DN1327_c0_g1_i1	4553	4377.8	1623	35.3126
TRINITY_DN1380_c0_g1_i2	2448	2272.8	327.138	13.71
TRINITY_DN1380_c0_g1_i3	2448	2272.8	1590.04	66.6369
TRINITY_DN1380_c0_g1_i4	724	548.801	28.8166	5.00144
TRINITY_DN1346_c0_g1_i2	1142	966.801	30.4897	3.00388
TRINITY_DN1346_c0_g1_i1	1085	909.801	119.51	12.512
TRINITY_DN1392_c0_g1_i1	3116	2940.8	2030	65.7503
TRINITY_DN1335_c0_g1_i1	4300	4124.8	630	14.548
TRINITY_DN1399_c0_g1_i1	2379	2203.8	324.088	14.0074
TRINITY_DN1399_c0_g1_i2	2277	2101.8	150.912	6.83909
TRINITY_DN1354_c0_g1_i1	3973	3797.8	61.7066	1.54763
TRINITY_DN1354_c0_g1_i2	3974	3798.8	675.293	16.9322
TRINITY_DN1308_c0_g1_i2	312	143.56	17.5575	11.6492
TRINITY_DN1308_c0_g1_i1	312	143.56	4.88138	3.23874
TRINITY_DN1362_c0_g1_i1	570	394.909	0	0
TRINITY_DN1362_c0_g1_i3	1710	1534.8	84.374	5.23629
TRINITY_DN1362_c0_g1_i2	1771	1595.8	118.626	7.08057
TRINITY_DN1303_c0_g1_i1	1909	1733.8	138.181	7.59129
TRINITY_DN1303_c0_g1_i3	1988	1812.8	65.6278	3.4483
TRINITY_DN1303_c0_g1_i2	1747	1571.8	334.192	20.2519
TRINITY_DN1303_c1_g1_i1	326	156.196	11	6.70794
TRINITY_DN1369_c0_g1_i1	1734	1558.8	572	34.952
TRINITY_DN1370_c0_g1_i1	1643	1467.8	193.999	12.5893
TRINITY_DN1370_c0_g1_i3	1643	1467.8	0.0124657	0.000808943
TRINITY_DN1370_c0_g1_i2	1799	1623.8	735.988	43.1723
TRINITY_DN1311_c0_g1_i1	1240	1064.8	100	8.94538
TRINITY_DN1311_c0_g2_i1	1692	1516.8	328.931	20.6558
TRINITY_DN1311_c0_g2_i2	2025	1849.8	544.069	28.0154
TRINITY_DN1317_c0_g1_i2	1822	1646.8	67.7384	3.91797
TRINITY_DN1317_c0_g1_i1	1651	1475.8	539.262	34.8048
TRINITY_DN1376_c0_g1_i2	570	394.909	38.5151	9.28969
TRINITY_DN1376_c0_g1_i1	830	654.801	664.485	96.6591
TRINITY_DN1305_c0_g1_i1	338	167.345	55.2006	31.4195
TRINITY_DN1364_c2_g1_i1	389	215.7	13	5.74064
TRINITY_DN1364_c0_g1_i1	306	138.129	4.04912	2.79218
TRINITY_DN1352_c0_g1_i5	1350	1174.8	58.5954	4.75079
TRINITY_DN1352_c0_g1_i4	2559	2383.8	270.879	10.8236
TRINITY_DN1352_c0_g1_i1	1208	1032.8	43.5259	4.0142
TRINITY_DN1338_c0_g1_i2	5026	4850.8	216.887	4.2588
TRINITY_DN1338_c0_g1_i1	4237	4061.8	246.444	5.77919
TRINITY_DN1338_c0_g1_i3	1058	882.801	47.6687	5.14326
TRINITY_DN1359_c0_g1_i4	2155	1979.8	119.307	5.74001
TRINITY_DN1359_c0_g1_i3	2184	2008.8	105.666	5.01034
TRINITY_DN1359_c0_g1_i1	2121	1945.8	117.835	5.76823
TRINITY_DN1359_c0_g1_i2	805	629.801	17.1914	2.60001
TRINITY_DN1394_c0_g1_i1	236	79.5659	2	2.39425
TRINITY_DN1394_c0_g1_i3	3075	2899.8	151.091	4.96293
TRINITY_DN1394_c0_g1_i2	3015	2839.8	251.909	8.44933
TRINITY_DN1333_c0_g1_i1	3098	2922.8	687.898	22.4178
TRINITY_DN1333_c0_g1_i2	1613	1437.8	84.1016	5.57151
TRINITY_DN1333_c0_g2_i1	454	279.543	10	3.40736
TRINITY_DN1340_c0_g1_i1	1811	1635.8	186.364	10.8517
TRINITY_DN1340_c0_g1_i2	1708	1532.8	106.196	6.5992
TRINITY_DN1340_c0_g1_i3	1809	1633.8	57.4398	3.34874
TRINITY_DN1321_c0_g1_i1	2663	2487.8	256.067	9.80406
TRINITY_DN1321_c0_g1_i2	3825	3649.8	1541.93	40.2405
TRINITY_DN1386_c0_g2_i1	712	536.801	33	5.85555
TRINITY_DN1386_c2_g1_i2	281	116.054	5.91411	4.85397
TRINITY_DN1386_c2_g1_i1	270	106.742	3.08589	2.75368
TRINITY_DN1386_c0_g3_i1	301	133.647	8	5.70163
TRINITY_DN1386_c0_g4_i1	317	148.078	4	2.57298
TRINITY_DN1386_c1_g1_i1	600	424.883	17	3.81107
TRINITY_DN1386_c1_g3_i1	351	179.426	6	3.18518
TRINITY_DN1386_c1_g2_i1	482	307.28	41	12.7091
TRINITY_DN1386_c0_g5_i1	208	59.3379	7	11.2365
TRINITY_DN1386_c0_g1_i2	1138	962.801	41.7435	4.12971
TRINITY_DN1386_c0_g1_i3	1256	1080.8	27.0276	2.38193
TRINITY_DN1386_c0_g1_i1	1102	926.801	41.8985	4.30605
TRINITY_DN1386_c0_g1_i4	1292	1116.8	27.3304	2.33097
TRINITY_DN1345_c0_g1_i2	618	442.883	40.0534	8.61427
TRINITY_DN1345_c0_g1_i1	856	680.801	160.947	22.5179
TRINITY_DN1388_c0_g1_i2	2076	1900.8	389.169	19.5015
TRINITY_DN1388_c0_g1_i1	2237	2061.8	82.831	3.8266
TRINITY_DN1383_c1_g1_i1	1150	974.801	100	9.77127
TRINITY_DN1383_c0_g1_i1	624	448.883	31.7546	6.73816
TRINITY_DN1383_c0_g1_i2	511	336.134	142.245	40.3082
TRINITY_DN1324_c0_g1_i1	1713	1537.8	263	16.2901
TRINITY_DN1357_c0_g1_i1	2163	1987.8	1577	75.5659
TRINITY_DN1336_c0_g1_i2	3188	3012.8	174.681	5.52257
TRINITY_DN1336_c0_g1_i1	3246	3070.8	1123.32	34.8432
TRINITY_DN1391_c0_g1_i1	500	325.145	46	13.4756
TRINITY_DN1391_c0_g2_i1	1677	1501.8	280.948	17.8189
TRINITY_DN1391_c0_g2_i2	1458	1282.8	61.0515	4.53319
TRINITY_DN1300_c0_g1_i1	810	634.801	37.2676	5.59192
TRINITY_DN1300_c0_g1_i2	1859	1683.8	170.732	9.65811
TRINITY_DN1361_c0_g1_i1	397	223.435	66	28.1358
TRINITY_DN1378_c0_g1_i1	3236	3060.8	672	20.9123
TRINITY_DN1319_c0_g1_i1	962	786.801	651	78.8103
TRINITY_DN1373_c0_g1_i1	1702	1526.8	878	54.7746
TRINITY_DN1373_c0_g2_i1	1137	961.801	401	39.7124
TRINITY_DN1375_c0_g1_i1	266	103.388	6	5.52773
TRINITY_DN1375_c0_g2_i2	478	303.331	2.05469	0.645203
TRINITY_DN1375_c0_g2_i1	2036	1860.8	118.857	6.08401
TRINITY_DN1375_c0_g2_i3	231	75.7306	11.0888	13.947
TRINITY_DN1375_c0_g3_i1	834	658.801	63.9386	9.24434
TRINITY_DN1375_c0_g3_i4	1968	1792.8	182.207	9.68055
TRINITY_DN1375_c0_g3_i6	801	625.801	60.0549	9.14069
TRINITY_DN1375_c0_g3_i2	442	267.635	10.5462	3.75335
TRINITY_DN1375_c0_g3_i5	604	428.883	13.6493	3.03138
TRINITY_DN1314_c0_g1_i2	1491	1315.8	78.5778	5.68822
TRINITY_DN1314_c0_g1_i1	1491	1315.8	193.422	14.0018
TRINITY_DN1367_c0_g1_i2	3225	3049.8	64.4822	2.01389
TRINITY_DN1367_c0_g1_i3	3279	3103.8	121.18	3.71882
TRINITY_DN1367_c0_g1_i1	3281	3105.8	108.753	3.33531
TRINITY_DN1367_c0_g1_i6	3553	3377.8	98.8296	2.78689
TRINITY_DN1367_c0_g1_i5	3227	3051.8	57.7545	1.80259
TRINITY_DN1367_c0_g2_i1	611	435.883	20	4.37046
TRINITY_DN1330_c0_g1_i1	695	519.836	32	5.86341
TRINITY_DN1397_c0_g1_i1	1760	1584.8	258	15.5064
TRINITY_DN1351_c0_g1_i1	409	235.167	12.2459	4.95999
TRINITY_DN1351_c0_g1_i8	358	186.025	1.17545	0.601864
TRINITY_DN1351_c0_g1_i9	307	139.062	1.76534	1.20917
TRINITY_DN1351_c0_g1_i2	406	232.229	15.278	6.26638
TRINITY_DN1351_c0_g1_i13	226	71.9714	2.85733	3.78152
TRINITY_DN1351_c0_g1_i10	397	223.435	0	0
TRINITY_DN1351_c0_g1_i3	341	170.127	6.97321	3.90414
TRINITY_DN1351_c0_g1_i5	322	152.671	0	0
TRINITY_DN1351_c0_g1_i12	402	228.337	0	0
TRINITY_DN1351_c0_g1_i11	324	154.44	0	0
TRINITY_DN1385_c0_g1_i1	1866	1690.8	271	15.2667
TRINITY_DN1385_c0_g2_i4	6914	6738.8	1790.71	25.311
TRINITY_DN1385_c0_g2_i3	224	70.5131	2.0966	2.83212
TRINITY_DN1385_c0_g2_i2	7076	6900.8	85.1951	1.17593
TRINITY_DN1348_c0_g1_i1	2366	2190.8	14966	650.684
TRINITY_DN1322_c0_g2_i3	5072	4896.8	93.4826	1.81838
TRINITY_DN1322_c0_g2_i1	5129	4953.8	43.7983	0.842144
TRINITY_DN1322_c0_g2_i4	2940	2764.8	50.0356	1.72378
TRINITY_DN1322_c0_g2_i6	2630	2454.8	67.3778	2.61437
TRINITY_DN1322_c0_g2_i2	5130	4954.8	281.647	5.41434
TRINITY_DN1322_c0_g2_i5	5073	4897.8	604.659	11.7592
TRINITY_DN1322_c0_g1_i1	1006	830.801	117	13.4139
TRINITY_DN1343_c0_g1_i3	515	340.089	68.8484	19.2827
TRINITY_DN1343_c0_g1_i2	515	340.089	58.7583	16.4567
TRINITY_DN1343_c0_g1_i1	568	392.909	10.3934	2.5196
TRINITY_DN1329_c0_g2_i1	1279	1103.8	67	5.78164
TRINITY_DN1329_c0_g1_i6	2562	2386.8	177.843	7.0972
TRINITY_DN1329_c0_g1_i4	1008	832.801	24.5059	2.80283
TRINITY_DN1329_c0_g1_i1	2514	2338.8	115.651	4.71004
TRINITY_DN1344_c0_g1_i1	2177	2001.8	799	38.0183
TRINITY_DN1389_c1_g1_i1	243	85.0561	9	10.0787
TRINITY_DN1389_c0_g2_i1	574	398.896	58	13.8495
TRINITY_DN1389_c0_g1_i1	238	81.1574	7	8.21555
TRINITY_DN1325_c0_g1_i2	1398	1222.8	164.89	12.8442
TRINITY_DN1325_c0_g1_i1	3640	3464.8	8036.11	220.92
TRINITY_DN1382_c0_g1_i1	1682	1506.8	96.4415	6.09642
TRINITY_DN1382_c0_g1_i3	1481	1305.8	101.886	7.43195
TRINITY_DN1382_c0_g1_i2	579	403.896	38.673	9.12021
TRINITY_DN1356_c0_g1_i4	1139	963.801	45.0803	4.4552
TRINITY_DN1356_c0_g1_i3	1254	1078.8	0	0
TRINITY_DN1356_c0_g1_i1	722	546.801	10.7446	1.87166
TRINITY_DN1356_c0_g1_i5	837	661.801	29.0487	4.18087
TRINITY_DN1356_c0_g1_i2	748	572.801	12.7217	2.11548
TRINITY_DN1356_c0_g1_i6	684	508.836	17.4047	3.25803
TRINITY_DN1356_c0_g2_i1	217	65.5234	5	7.26843
TRINITY_DN1390_c0_g1_i3	7655	7479.8	111.085	1.41459
TRINITY_DN1390_c0_g1_i1	9724	9548.8	110.331	1.10057
TRINITY_DN1390_c0_g1_i4	9724	9548.8	1344.58	13.4123
TRINITY_DN1390_c0_g1_i6	3254	3078.8	155	4.79531
TRINITY_DN1390_c0_g1_i5	9724	9548.8	1275.01	12.7183
TRINITY_DN1337_c0_g1_i4	811	635.801	41.3919	6.20099
TRINITY_DN1337_c0_g1_i2	576	400.896	5.76034	1.36862
TRINITY_DN1337_c0_g1_i3	871	695.801	32.2856	4.41968
TRINITY_DN1301_c0_g1_i1	2358	2182.8	444	19.3747
TRINITY_DN1360_c0_g1_i1	1113	937.801	93.0222	9.44807
TRINITY_DN1379_c0_g1_i1	538	362.984	28	7.34746
TRINITY_DN1313_c0_g1_i1	265	102.526	14	13.0065
TRINITY_DN1313_c0_g3_i1	1054	878.801	44	4.76902
TRINITY_DN1313_c0_g2_i1	471	296.371	43	13.8197
TRINITY_DN1372_c0_g1_i1	1475	1299.8	203	14.876
TRINITY_DN1374_c0_g1_i1	1573	1397.8	241.367	16.4475
TRINITY_DN1374_c0_g1_i2	476	301.361	37.1628	11.746
TRINITY_DN1374_c0_g1_i3	301	133.647	20.4701	14.5891
TRINITY_DN1315_c0_g1_i1	5253	5077.8	25743	482.893
TRINITY_DN1315_c0_g2_i1	243	85.0561	4	4.47942
TRINITY_DN1366_c0_g1_i2	635	459.852	8.34279	1.72806
TRINITY_DN1366_c0_g1_i1	1827	1651.8	319.657	18.4329
TRINITY_DN1307_c0_g1_i1	4375	4199.8	403.353	9.14795
TRINITY_DN1307_c0_g1_i2	4027	3851.8	117.647	2.90926
TRINITY_DN1307_c0_g2_i2	1338	1162.8	93	7.61806
TRINITY_DN1396_c0_g1_i4	1923	1747.8	85.6519	4.6678
TRINITY_DN1396_c0_g1_i3	1983	1807.8	171.076	9.01376
TRINITY_DN1396_c0_g1_i1	518	343.066	16.6294	4.61706
TRINITY_DN1396_c0_g1_i2	1253	1077.8	72.6425	6.41976
